Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Luka Dončić,LAL,BOS,LAL vs. BOS,PTS,27.5,2026-02-22
Jaylen Brown,BOS,LAL,BOS vs. LAL,PTS,27.5,2026-02-22
Austin Reaves,LAL,BOS,LAL vs. BOS,PTS,18.5,2026-02-22
Payton Pritchard,BOS,LAL,BOS vs. LAL,PTS,15.5,2026-02-22
Derrick White,BOS,LAL,BOS vs. LAL,PTS,17.5,2026-02-22
Nikola Vučević,BOS,LAL,BOS vs. LAL,PTS,15.5,2026-02-22
Deandre Ayton,LAL,BOS,LAL vs. BOS,PTS,10.5,2026-02-22
Rui Hachimura,LAL,BOS,LAL vs. BOS,PTS,7.5,2026-02-22
Baylor Scheierman,BOS,LAL,BOS vs. LAL,PTS,7.5,2026-02-22
Sam Hauser,BOS,LAL,BOS vs. LAL,PTS,13.5,2026-02-22
Neemias Queta,BOS,LAL,BOS vs. LAL,PTS,8.5,2026-02-22
Marcus Smart,LAL,BOS,LAL vs. BOS,PTS,6.5,2026-02-22
Luke Kennard,LAL,BOS,LAL vs. BOS,PTS,8.5,2026-02-22
Luka Dončić,LAL,BOS,LAL vs. BOS,PRA,42.5,2026-02-22
Jaylen Brown,BOS,LAL,BOS vs. LAL,PRA,40.5,2026-02-22
Austin Reaves,LAL,BOS,LAL vs. BOS,PRA,26.5,2026-02-22
Derrick White,BOS,LAL,BOS vs. LAL,PRA,30.5,2026-02-22
Payton Pritchard,BOS,LAL,BOS vs. LAL,PRA,23.5,2026-02-22
Deandre Ayton,LAL,BOS,LAL vs. BOS,PRA,21.5,2026-02-22
Nikola Vučević,BOS,LAL,BOS vs. LAL,PRA,23.5,2026-02-22
Neemias Queta,BOS,LAL,BOS vs. LAL,PRA,16.5,2026-02-22
Sam Hauser,BOS,LAL,BOS vs. LAL,PRA,20.5,2026-02-22
Rui Hachimura,LAL,BOS,LAL vs. BOS,PRA,10.5,2026-02-22
Deandre Ayton,LAL,BOS,LAL vs. BOS,REB,10.5,2026-02-22
Nikola Vučević,BOS,LAL,BOS vs. LAL,REB,6.5,2026-02-22
Jaylen Brown,BOS,LAL,BOS vs. LAL,REB,6.5,2026-02-22
Luka Dončić,LAL,BOS,LAL vs. BOS,REB,6.5,2026-02-22
Neemias Queta,BOS,LAL,BOS vs. LAL,REB,6.5,2026-02-22
Derrick White,BOS,LAL,BOS vs. LAL,REB,3.5,2026-02-22
LeBron James,LAL,BOS,LAL vs. BOS,REB,3.5,2026-02-22
Austin Reaves,LAL,BOS,LAL vs. BOS,REB,3.5,2026-02-22
Baylor Scheierman,BOS,LAL,BOS vs. LAL,REB,2.5,2026-02-22
Payton Pritchard,BOS,LAL,BOS vs. LAL,REB,2.5,2026-02-22
Luke Kennard,LAL,BOS,LAL vs. BOS,REB,2.5,2026-02-22
Marcus Smart,LAL,BOS,LAL vs. BOS,REB,2.5,2026-02-22
Rui Hachimura,LAL,BOS,LAL vs. BOS,REB,2.5,2026-02-22
Sam Hauser,BOS,LAL,BOS vs. LAL,REB,4.5,2026-02-22
Neemias Queta,BOS,LAL,BOS vs. LAL,AST,2.5,2026-02-22
Luka Dončić,LAL,BOS,LAL vs. BOS,AST,8.5,2026-02-22
Derrick White,BOS,LAL,BOS vs. LAL,AST,7.5,2026-02-22
LeBron James,LAL,BOS,LAL vs. BOS,AST,5.5,2026-02-22
Payton Pritchard,BOS,LAL,BOS vs. LAL,AST,5.5,2026-02-22
Jaylen Brown,BOS,LAL,BOS vs. LAL,AST,6.5,2026-02-22
Austin Reaves,LAL,BOS,LAL vs. BOS,AST,4.5,2026-02-22
Nikola Vučević,BOS,LAL,BOS vs. LAL,AST,1.5,2026-02-22
Marcus Smart,LAL,BOS,LAL vs. BOS,AST,2.5,2026-02-22
Sam Hauser,BOS,LAL,BOS vs. LAL,AST,2.5,2026-02-22
Baylor Scheierman,BOS,LAL,BOS vs. LAL,AST,1.5,2026-02-22
Luka Dončić,LAL,BOS,LAL vs. BOS,RA,14.5,2026-02-22
Jaylen Brown,BOS,LAL,BOS vs. LAL,RA,13.5,2026-02-22
Deandre Ayton,LAL,BOS,LAL vs. BOS,RA,10.5,2026-02-22
LeBron James,LAL,BOS,LAL vs. BOS,RA,10.5,2026-02-22
Nikola Vučević,BOS,LAL,BOS vs. LAL,RA,8.5,2026-02-22
Payton Pritchard,BOS,LAL,BOS vs. LAL,RA,8.5,2026-02-22
Austin Reaves,LAL,BOS,LAL vs. BOS,RA,7.5,2026-02-22
Neemias Queta,BOS,LAL,BOS vs. LAL,RA,7.5,2026-02-22
Baylor Scheierman,BOS,LAL,BOS vs. LAL,RA,4.5,2026-02-22
Sam Hauser,BOS,LAL,BOS vs. LAL,RA,6.5,2026-02-22
Rui Hachimura,LAL,BOS,LAL vs. BOS,RA,3.5,2026-02-22
Luka Dončić,LAL,BOS,LAL vs. BOS,PA,35.5,2026-02-22
Jaylen Brown,BOS,LAL,BOS vs. LAL,PA,33.5,2026-02-22
Austin Reaves,LAL,BOS,LAL vs. BOS,PA,22.5,2026-02-22
Payton Pritchard,BOS,LAL,BOS vs. LAL,PA,20.5,2026-02-22
Derrick White,BOS,LAL,BOS vs. LAL,PA,26.5,2026-02-22
Nikola Vučević,BOS,LAL,BOS vs. LAL,PA,17.5,2026-02-22
Baylor Scheierman,BOS,LAL,BOS vs. LAL,PA,9.5,2026-02-22
Marcus Smart,LAL,BOS,LAL vs. BOS,PA,10.5,2026-02-22
Sam Hauser,BOS,LAL,BOS vs. LAL,PA,15.5,2026-02-22
Neemias Queta,BOS,LAL,BOS vs. LAL,PA,10.5,2026-02-22
Luka Dončić,LAL,BOS,LAL vs. BOS,PR,34.5,2026-02-22
Jaylen Brown,BOS,LAL,BOS vs. LAL,PR,34.5,2026-02-22
Austin Reaves,LAL,BOS,LAL vs. BOS,PR,21.5,2026-02-22
LeBron James,LAL,BOS,LAL vs. BOS,PR,27.5,2026-02-22
Deandre Ayton,LAL,BOS,LAL vs. BOS,PR,20.5,2026-02-22
Derrick White,BOS,LAL,BOS vs. LAL,PR,21.5,2026-02-22
Payton Pritchard,BOS,LAL,BOS vs. LAL,PR,18.5,2026-02-22
Nikola Vučević,BOS,LAL,BOS vs. LAL,PR,21.5,2026-02-22
Neemias Queta,BOS,LAL,BOS vs. LAL,PR,16.5,2026-02-22
Rui Hachimura,LAL,BOS,LAL vs. BOS,PR,10.5,2026-02-22
Marcus Smart,LAL,BOS,LAL vs. BOS,PR,9.5,2026-02-22
